t,D
7162,365955
7163,366602
7164,370018
7165,369142
7166,355879
7167,345796
7168,344200
7169,343000
7170,340896
7171,359946
7172,380595
7173,369974
7174,336279
7175,306799
7176,287821
7177,270603
7178,259924
7179,255344
7180,253672
7181,256990
7182,279180
7183,322930
7184,354936
7185,355927
7186,360615
7187,363814
7188,367783
7189,368521
7190,354438
7191,346496
7192,345386
7193,346095
7194,345124
7195,362834
7196,382471
7197,370021
7198,337208
7199,307748
7200,288758
7201,273164
7202,262644
7203,256854
7204,255894
7205,259522
7206,281395
7207,326384
7208,356380
7209,359666
7210,363873
7211,364881
7212,364726
7213,364465
7214,351362
7215,341061
7216,334981
7217,337377
7218,336099
7219,354904
7220,370177
7221,358137
7222,328281
7223,303700
7224,287135
7225,269982
7226,257184
7227,249818
7228,246905
7229,244092
7230,248377
7231,263159
7232,278844
7233,294326
7234,312596
7235,314475
7236,315243
7237,313959
7238,309020
7239,296064
7240,286102
7241,283400
7242,284556
7243,305509
7244,323574
7245,321129
7246,301095
7247,281729
7248,262820
7249,246119
7250,235207
7251,227943
7252,223395
7253,222502
7254,222795
7255,227485
7256,233223
7257,243179
7258,263225
7259,272435
7260,275749
7261,276939
7262,281571
7263,276180
7264,264800
7265,258385
7266,256831
7267,277273
7268,297734
7269,304576
7270,303633
7271,289962
7272,269032
7273,250424
7274,237501
7275,230095
7276,225271
7277,225296
7278,228976
7279,248645
7280,273284
7281,292304
7282,310676
7283,317729
7284,316794
7285,319423
7286,323080
7287,315686
7288,304681
7289,301005
7290,304384
7291,325081
7292,338993
7293,334796
7294,324113
7295,298899
7296,275615
7297,245320
7298,235745
7299,229515
7300,227219
7301,227155
7302,231973
7303,237110
7304,242505
7305,262053
7306,277863
7307,283350
7308,283118
7309,287739
7310,286108
7311,271686
7312,264311
7313,263305
7314,289408
7315,309631
7316,317926
7317,312840
7318,296325
7319,274714
7320,256921
7321,243969
7322,236420
7323,234785
7324,234710
7325,241092
7326,269200
7327,313227
7328,337247
7329,350799
7330,355973
7331,359369
7332,360736
7333,360088
7334,349198
7335,342128
7336,338542
7337,340695
7338,362422
7339,377061
7340,377544
7341,363611
7342,329895
7343,301588
7344,281527
7345,265588
7346,256676
7347,252705
7348,251143
7349,257276
7350,280326
7351,319826
7352,340861
7353,352416
7354,357434
7355,359155
7356,361617
7357,360391
7358,348899
7359,341425
7360,339652
7361,343012
7362,366430
7363,376982
7364,377435
7365,365644
7366,333360
7367,303796
7368,285071
7369,269595
7370,259907
7371,253649
7372,253565
7373,259928
7374,283262
7375,324649
7376,350398
7377,363086
7378,369951
7379,373736
7380,376147
7381,376952
7382,363264
7383,353275
7384,349331
7385,350942
7386,368898
7387,377070
7388,373220
7389,360721
7390,333421
7391,307748
7392,291353
7393,273382
7394,260766
7395,254378
7396,251248
7397,250518
7398,254445
7399,264497
7400,276263
7401,303456
7402,323385
7403,329665
7404,329807
7405,331599
7406,323038
7407,307140
7408,296795
7409,295670
7410,316221
7411,327683
7412,329525
7413,325589
7414,306935
7415,284975
7416,266186
7417,248987
7418,237750
7419,230009
7420,226538
7421,226964
7422,228786
7423,234649
7424,239555
7425,261613
7426,278911
7427,286919
7428,287729
7429,291534
7430,292231
7431,277294
7432,269001
7433,268353
7434,294163
7435,313913
7436,323388
7437,323273
7438,307186
7439,287614
7440,267654
7441,250035
7442,239735
7443,235601
7444,235287
7445,243509
7446,274367
7447,318875
7448,346452
7449,362003
7450,367712
7451,370514
7452,371904
7453,371649
7454,360935
7455,353286
7456,352824
7457,353169
7458,376772
7459,389338
7460,392041
7461,381592
7462,348537
7463,315090
7464,291421
7465,273309
7466,264457
7467,260681
7468,260225
7469,266421
7470,290828
7471,335551
7472,361805
7473,375125
7474,379286
7475,380867
7476,381128
7477,377787
7478,365918
7479,359624
7480,356818
7481,362811
7482,388823
7483,402553
7484,406533
7485,395835
7486,363743
7487,327846
7488,303719
7489,286572
7490,274319
7491,268587
7492,265944
7493,273062
7494,294673
7495,335296
7496,360165
7497,372235
7498,378759
7499,380537
7500,379510
7501,379493
7502,367986
7503,361305
7504,358773
7505,363404
7506,387324
7507,398160
7508,400728
7509,389950
7510,358258
7511,325107
7512,300093
7513,281430
7514,268068
7515,264863
7516,263163
7517,270241
7518,295815
7519,344407
7520,368795
7521,379558
7522,384491
7523,383332
7524,381584
7525,377212
7526,365132
7527,357934
7528,355272
7529,359916
7530,388629
7531,399153
7532,402302
7533,392238
7534,362227
7535,329592
7536,306784
7537,287287
7538,273691
7539,269158
7540,266500
7541,273800
7542,299305
7543,342899
7544,367218
7545,383115
7546,388137
7547,385118
7548,381891
7549,377542
7550,363521
7551,355028
7552,351034
7553,354710
7554,378943
7555,388556
7556,386793
7557,377235
7558,351648
7559,324899
7560,304804
7561,283956
7562,269076
7563,260654
7564,255112
7565,255022
7566,259418
7567,274097
7568,288657
7569,316060
7570,333117
7571,335096
7572,331468
7573,331651
7574,326991
7575,314126
7576,306053
7577,306893
7578,328354
7579,338692
7580,341423
7581,339949
7582,325477
7583,305047
7584,282417
7585,262314
7586,248693
7587,240023
7588,235814
7589,235128
7590,238748
7591,245619
7592,249015
7593,271184
7594,292034
7595,297996
7596,296835
7597,300802
7598,297808
7599,285136
7600,277196
7601,279417
7602,309641
7603,327465
7604,334830
7605,338416
7606,325056
7607,298314
7608,275345
7609,257824
7610,247214
7611,243089
7612,242859
7613,251235
7614,284237
7615,333511
7616,362108
7617,373301
7618,377272
7619,377557
7620,377082
7621,375692
7622,365435
7623,359875
7624,356102
7625,360619
7626,389085
7627,399013
7628,401598
7629,391782
7630,361087
7631,325939
7632,301948
7633,282398
7634,270306
7635,265892
7636,264859
7637,271809
7638,297090
7639,345701
7640,374523
7641,385961
7642,389561
7643,387299
7644,386456
7645,383771
7646,370374
7647,362867
7648,359894
7649,366397
7650,395770
7651,406280
7652,409730
7653,400328
7654,367382
7655,329652
7656,304028
7657,283118
7658,270578
7659,264407
7660,263042
7661,271249
7662,297369
7663,347324
7664,374575
7665,383767
7666,387414
7667,384905
7668,382186
7669,379225
7670,367662
7671,360584
7672,357388
7673,361978
7674,392951
7675,403981
7676,407779
7677,396650
7678,365175
7679,331166
7680,305122
7681,285245
7682,272537
7683,266772
7684,265296
7685,271843
7686,297835
7687,346172
7688,373962
7689,382611
7690,385998
7691,383288
7692,381789
7693,380997
7694,367239
7695,361501
7696,359032
7697,366106
7698,395383
7699,405993
7700,407225
7701,397723
7702,367540
7703,332639
7704,306918
7705,286706
7706,272888
7707,267876
7708,265804
7709,272449
7710,296954
7711,344359
7712,372323
7713,383642
7714,387477
7715,388039
7716,385333
7717,381877
7718,369811
7719,362265
7720,358472
7721,367095
7722,389524
7723,394643
7724,391027
7725,380599
7726,353499
7727,326928
7728,305427
7729,286234
7730,270203
7731,260928
7732,257318
7733,256915
7734,260562
7735,277054
7736,291829
7737,317817
7738,336524
7739,339746
7740,334682
7741,333316
7742,326748
7743,313108
7744,305103
7745,310898
7746,338594
7747,348144
7748,350312
7749,346973
7750,329088
7751,306895
7752,284803
7753,263633
7754,249832
7755,241754
7756,237418
7757,238273
7758,243463
7759,250941
7760,255050
7761,276244
7762,298659
7763,310745
7764,312845
7765,318689
7766,319218
7767,303441
7768,296630
7769,298169
7770,322758
7771,334428
7772,344244
7773,344846
7774,332845
7775,307861
7776,283977
7777,264635
7778,252616
7779,249266
7780,248751
7781,256772
7782,290142
7783,338516
7784,367777
7785,382711
7786,391065
7787,394683
7788,393869
7789,392274
7790,376980
7791,372041
7792,369542
7793,375372
7794,396627
7795,402380
7796,402643
7797,393100
7798,362645
7799,327365
7800,304148
7801,283889
7802,271619
7803,266895
7804,266134
7805,273133
7806,300122
7807,346987
7808,375225
7809,385961
7810,395954
7811,397370
7812,397493
7813,395623
7814,379920
7815,374922
7816,373513
7817,381743
7818,403158
7819,408856
7820,409893
7821,397733
7822,366215
7823,332440
7824,308094
7825,285820
7826,272171
7827,267092
7828,265839
7829,271659
7830,298776
7831,345176
7832,375541
7833,388177
7834,396523
7835,400360
7836,399507
7837,397501
7838,383253
7839,376141
7840,375323
7841,383138
7842,403789
7843,410389
7844,410721
7845,398754
7846,367198
7847,333661
7848,307790
7849,285395
7850,272568
7851,267220
7852,265162
7853,271113
7854,296036
7855,344175
7856,377431
7857,390674
7858,399272
7859,399141
7860,396834
7861,395791
7862,381114
7863,375769
7864,373337
7865,383276
7866,408352
7867,414845
7868,417642
7869,409027
7870,379792
7871,346220
7872,314881
7873,292032
7874,277140
7875,269781
7876,269286
7877,274563
7878,302661
7879,353917
7880,388083
7881,402656
7882,407869
7883,406984
7884,405416
7885,401746
7886,387366
7887,379449
7888,375418
7889,384284
7890,406512
7891,406978
7892,406334
7893,397204
7894,374993
7895,344777
7896,318559
7897,295307
7898,275525
7899,266448
7900,262134
7901,260532
7902,266640
7903,281447
7904,299660
7905,329274
7906,356050
7907,365086
7908,362595
7909,363492
7910,357225
7911,344246
7912,336183
7913,337092
7914,358651
7915,363586
7916,366767
7917,364404
7918,345952
7919,321754
7920,296250
7921,272547
7922,255783
7923,245681
7924,240132
7925,239921
7926,244450
7927,252557
7928,257944
7929,279952
7930,307119
7931,320688
7932,322415
7933,328850
7934,332421
7935,316769
7936,307611
7937,311387
7938,337124
7939,347891
7940,357257
7941,359940
7942,345789
7943,318639
7944,287923
7945,266582
7946,254343
7947,247747
7948,249011
7949,258289
7950,290558
7951,337322
7952,375380
7953,391157
7954,399059
7955,398187
7956,394087
7957,392533
7958,376438
7959,369985
7960,370713
7961,381647
7962,406501
7963,414016
7964,416785
7965,408774
7966,379171
7967,340925
7968,312845
7969,289146
7970,275406
7971,268813
7972,265864
7973,273654
7974,301557
7975,354315
7976,390611
7977,401851
7978,406154
7979,403210
7980,399306
7981,397330
7982,385335
7983,379144
7984,377057
7985,386776
7986,410389
7987,417659
7988,420283
7989,409606
7990,380950
7991,344878
7992,313672
7993,290516
7994,274965
7995,269982
7996,266964
7997,274028
7998,301670
7999,352558
8000,387326
8001,397094
8002,399109
8003,397821
8004,396677
8005,393890
8006,382717
8007,376978
8008,373856
8009,384698
8010,408590
8011,414558
8012,416674
8013,409184
8014,379313
8015,344041
8016,312947
8017,312947
8018,289297
8019,275335
8020,269858
8021,268110
8022,276023
8023,303853
8024,352244
8025,383324
8026,393108
8027,398212
8028,399580
8029,398578
8030,399935
8031,387416
8032,381126
8033,379497
8034,388970
8035,407129
8036,413067
8037,417362
8038,409998
8039,378477
8040,344194
8041,315262
8042,293868
8043,279831
8044,271910
8045,270013
8046,278030
8047,305810
8048,355839
8049,389624
8050,398022
8051,398009
8052,395011
8053,391732
8054,387870
8055,375238
8056,369182
8057,366614
8058,375905
8059,399916
8060,405017
8061,403774
8062,395347
8063,369642
8064,341871
8065,318099
8066,295683
8067,277763
8068,269298
8069,263374
8070,263470
8071,268706
8072,284557
8073,303665
8074,331378
8075,354515
8076,358683
8077,355182
8078,355398
8079,347358
8080,334983
8081,326296
8082,328952
8083,354672
8084,361284
8085,362794
8086,363804
8087,346636
8088,320745
8089,295696
8090,272692
8091,257427
8092,248247
8093,243055
8094,242871
8095,246142
8096,254598
8097,260733
8098,282267
8099,308437
8100,323210
8101,327842
8102,334288
8103,332810
8104,316611
8105,307117
8106,309840
8107,332105
8108,342788
8109,349883
8110,353005
8111,341168
8112,313624
8113,284103
8114,264338
8115,252682
8116,246976
8117,245268
8118,252509
8119,279994
8120,325817
8121,356286
8122,372488
8123,380798
8124,380679
8125,375409
8126,374786
8127,364153
8128,356590
8129,353729
8130,361359
8131,381076
8132,384731
8133,382667
8134,376888
8135,355101
8136,325175
8137,300967
8138,279335
8139,263755
8140,255056
8141,251277
8142,254253
8143,263351
8144,279816
8145,288440
8146,307159
8147,327925
8148,335003
8149,331407
8150,333023
8151,329332
8152,315253
8153,306417
8154,311454
8155,340585
8156,351506
8157,361261
8158,361706
8159,345969
8160,319620
8161,290917
8162,268986
8163,255825
8164,251028
8165,250240
8166,257222
8167,284046
8168,331633
8169,362788
8170,374721
8171,379464
8172,376584
8173,371549
8174,372528
8175,361616
8176,354174
8177,351536
8178,359665
8179,385931
8180,389660
8181,386527
8182,380430
8183,354298
8184,326173
8185,302142
8186,278313
8187,261760
8188,254502
8189,249650
8190,249119
8191,253927
8192,269020
8193,277018
8194,296243
8195,317240
8196,323087
8197,319438
8198,321798
8199,318407
8200,304909
8201,298493
8202,305687
8203,333688
8204,342278
8205,350701
8206,352437
8207,339480
8208,314174
8209,284682
8210,262498
8211,250089
8212,243459
8213,242325
8214,247555
8215,270620
8216,311927
8217,339897
8218,356125
8219,363482
8220,362756
8221,357610
8222,359678
8223,350680
8224,340421
8225,336315
8226,345582
8227,369113
8228,374401
8229,374732
8230,369878
8231,346693
8232,319950
8233,297323
8234,275621
8235,260267
8236,251741
8237,247128
8238,248185
8239,257699
8240,274729
8241,287701
8242,314187
8243,334788
8244,336292
8245,332151
8246,332503
8247,327331
8248,315820
8249,308907
8250,313616
8251,343297
8252,351784
8253,356289
8254,354990
8255,340072
8256,317922
8257,291334
8258,268633
8259,250761
8260,243892
8261,239559
8262,238534
8263,244856
8264,253408
8265,259658
8266,280500
8267,303211
8268,310996
8269,308175
8270,309649
8271,312639
8272,301408
8273,294652
8274,299526
8275,330443
8276,344942
8277,357018
8278,360387
8279,346483
8280,317177
8281,288797
8282,267203
8283,254384
8284,249613
8285,250491
8286,259106
8287,291290
8288,346851
8289,386163
8290,395899
8291,399107
8292,397064
8293,388725
8294,386161
8295,374261
8296,370207
8297,371361
8298,379138
8299,404487
8300,415531
8301,416480
8302,409690
8303,379253
8304,343090
8305,316182
8306,290815
8307,277907
8308,270540
8309,269729
8310,278112
8311,303443
8312,358806
8313,394177
8314,405263
8315,407187
8316,404251
8317,399661
8318,396163
8319,385026
8320,380534
8321,381837
8322,392355
8323,418222
8324,424547
8325,427151
8326,418470
8327,388087
8328,347238
8329,322553
8330,299286
8331,283484
8332,274938
8333,271874
8334,278915
8335,307403
8336,362509
8337,395325
8338,402443
8339,407756
8340,405863
8341,403178
8342,401451
8343,392487
8344,389562
8345,390005
8346,399022
8347,420179
8348,424689
8349,426816
8350,418889
8351,387412
8352,348876
8353,320590
8354,295365
8355,281420
8356,273327
8357,272347
8358,278356
8359,304635
8360,359553
8361,395009
8362,403455
8363,410232
8364,409744
8365,409757
8366,408624
8367,397018
8368,392376
8369,393742
8370,404212
8371,421697
8372,426829
8373,427498
8374,418155
8375,386967
8376,350678
8377,322925
8378,297787
8379,282810
8380,274986
8381,271707
8382,277788
8383,304250
8384,357782
8385,393194
8386,406426
8387,413952
8388,414115
8389,410815
8390,411290
8391,397871
8392,391496
8393,391268
8394,397869
8395,414652
8396,413763
8397,411292
8398,401675
8399,375325
8400,346670
8401,321790
8402,296775
8403,277729
8404,268349
8405,262830
8406,261080
8407,267500
8408,284189
8409,303223
8410,330855
8411,354789
8412,361895
8413,358609
8414,358005
8415,352920
8416,338425
8417,330288
8418,335449
8419,361731
8420,369655
8421,373542
8422,369945
8423,351034
8424,328358
8425,300591
8426,277631
8427,259597
8428,250543
8429,243394
8430,243517
8431,249619
8432,257941
8433,268209
8434,289707
8435,319916
8436,332417
8437,334108
8438,338069
8439,339246
8440,325939
8441,315711
8442,320213
8443,347633
8444,360772
8445,371936
8446,375106
8447,361539
8448,334945
8449,303995
8450,279678
8451,265331
8452,258173
8453,257927
8454,264378
8455,295510
8456,351353
8457,395260
8458,410968
8459,421180
8460,420718
8461,418820
8462,419234
8463,409176
8464,402225
8465,403850
8466,411177
8467,430663
8468,433123
8469,434164
8470,424484
8471,394039
8472,354425
8473,324425
8474,298671
8475,282039
8476,273921
8477,271586
8478,278394
8479,305996
8480,358557
8481,395419
8482,411352
8483,418406
8484,415014
8485,410823
8486,407467
8487,395759
8488,389582
8489,389114
8490,397474
8491,419627
8492,427897
8493,430513
8494,423840
8495,394639
8496,357344
8497,324818
8498,296906
8499,280629
8500,274549
8501,271786
8502,278022
8503,303683
8504,358037
8505,398235
8506,407959
8507,411802
8508,408774
8509,401911
8510,399260
8511,388014
8512,383142
8513,381971
8514,389854
8515,413617
8516,418429
8517,421718
8518,418347
8519,392102
8520,355577
8521,324943
8522,296315
8523,277907
8524,270661
8525,268280
8526,274225
8527,299844
8528,349861
8529,390197
8530,402806
8531,406980
8532,401947
8533,395028
8534,390022
8535,377412
8536,371539
8537,371850
8538,380147
8539,404362
8540,411189
8541,410301
8542,404977
8543,380547
8544,347209
8545,315883
8546,288923
8547,271295
8548,262004
8549,259112
8550,263435
8551,286758
8552,328576
8553,365069
8554,386504
8555,393424
8556,388229
8557,379399
8558,372858
8559,359605
8560,348666
8561,345841
8562,352157
8563,376934
8564,384867
8565,384087
8566,377046
8567,356514
8568,329448
8569,300062
8570,274461
8571,254943
8572,245198
8573,239477
8574,238141
8575,242367
8576,256538
8577,273704
8578,302579
8579,325414
8580,327708
8581,320765
8582,316947
8583,311236
8584,300676
8585,297201
8586,302747
8587,336358
8588,345975
8589,333349
8590,314517
8591,287436
8592,274164
8593,264982
8594,252509
8595,235621
8596,221722
8597,213473
8598,211348
8599,212894
8600,217377
8601,219376
8602,232520
8603,257009
8604,272167
8605,275730
8606,276449
8607,268804
8608,249805
8609,244061
8610,249790
8611,278967
8612,294259
8613,303637
8614,309551
8615,307339
8616,289180
8617,262763
8618,240071
8619,225151
8620,216635
8621,213473
8622,216214
8623,226732
8624,243340
8625,256415
8626,277825
8627,298692
8628,308838
8629,307004
8630,310047
8631,305131
8632,292833
8633,285976
8634,288749
8635,317052
8636,330888
8637,339077
8638,344888
8639,333283
8640,306586
8641,279379
8642,253674
8643,238570
8644,231590
8645,230965
8646,236504
8647,258632
8648,295786
8649,331992
8650,359454
8651,374928
8652,374742
8653,368829
8654,367632
8655,357781
8656,345908
8657,342349
8658,349610
8659,375108
8660,382082
8661,383069
8662,379989
8663,357930
8664,325525
8665,294339
8666,266431
8667,249621
8668,241127
8669,239659
8670,244044
8671,264886
8672,301586
8673,335652
8674,361230
8675,374550
8676,375978
8677,370177
8678,369567
8679,357434
8680,345814
8681,343196
8682,349177
8683,372988
8684,380708
8685,381371
8686,377883
8687,356006
8688,323553
8689,294159
8690,267654
8691,251873
8692,244818
8693,242528
8694,248120
8695,268524
8696,302699
8697,336768
8698,362869
8699,376361
8700,375871
8701,368596
8702,366654
8703,355845
8704,344798
8705,341457
8706,348704
8707,372538
8708,381571
8709,384576
8710,380380
8711,360226
8712,327791
8713,296800
8714,269241
8715,253713
8716,244945
8717,242461
8718,246995
8719,266362
8720,302170
8721,334535
8722,362965
8723,378494
8724,378337
8725,369745
8726,365845
8727,355268
8728,341365
8729,336722
8730,343449
8731,367839
8732,378669
8733,379690
8734,375700
8735,355839
8736,328642
8737,300292
8738,273794
8739,255267
8740,244134
8741,238386
8742,239063
8743,245395
8744,258631
8745,275726
8746,304794
8747,331493
8748,338623
8749,332833
8750,331072
8751,324360
8752,313079
8753,307088
8754,312453
8755,347790
8756,363613
8757,354841
8758,336676
8759,308708
8760,293918
