t,water
6142,1313000
6143,1313000
6144,1313000
6145,1313000
6146,1312000
6147,1311000
6148,1311000
6149,1311000
6150,1311000
6151,1311000
6152,1311000
6153,1311000
6154,1311000
6155,1311000
6156,1311000
6157,1311000
6158,1310000
6159,1310000
6160,1310000
6161,1310000
6162,1310000
6163,1309000
6164,1309000
6165,1309000
6166,1309000
6167,1309000
6168,1309000
6169,1309000
6170,1308000
6171,1308000
6172,1308000
6173,1308000
6174,1308000
6175,1308000
6176,1308000
6177,1308000
6178,1308000
6179,1308000
6180,1308000
6181,1307000
6182,1307000
6183,1307000
6184,1307000
6185,1307000
6186,1307000
6187,1307000
6188,1307000
6189,1307000
6190,1307000
6191,1306000
6192,1305000
6193,1305000
6194,1305000
6195,1305000
6196,1304000
6197,1304000
6198,1304000
6199,1304000
6200,1304000
6201,1304000
6202,1304000
6203,1304000
6204,1303000
6205,1303000
6206,1303000
6207,1303000
6208,1303000
6209,1303000
6210,1303000
6211,1303000
6212,1303000
6213,1303000
6214,1303000
6215,1302000
6216,1302000
6217,1302000
6218,1302000
6219,1302000
6220,1302000
6221,1302000
6222,1302000
6223,1302000
6224,1302000
6225,1302000
6226,1301000
6227,1301000
6228,1301000
6229,1301000
6230,1301000
6231,1301000
6232,1301000
6233,1300000
6234,1300000
6235,1300000
6236,1300000
6237,1300000
6238,1299000
6239,1299000
6240,1299000
6241,1299000
6242,1299000
6243,1299000
6244,1298000
6245,1298000
6246,1298000
6247,1298000
6248,1298000
6249,1297000
6250,1297000
6251,1297000
6252,1297000
6253,1297000
6254,1297000
6255,1297000
6256,1297000
6257,1297000
6258,1297000
6259,1297000
6260,1296000
6261,1296000
6262,1296000
6263,1296000
6264,1296000
6265,1296000
6266,1296000
6267,1296000
6268,1296000
6269,1295000
6270,1295000
6271,1295000
6272,1295000
6273,1294000
6274,1294000
6275,1294000
6276,1294000
6277,1294000
6278,1294000
6279,1294000
6280,1294000
6281,1294000
6282,1294000
6283,1294000
6284,1293000
6285,1293000
6286,1293000
6287,1293000
6288,1293000
6289,1292000
6290,1293000
6291,1293000
6292,1294000
6293,1293000
6294,1292000
6295,1292000
6296,1293000
6297,1293000
6298,1294000
6299,1294000
6300,1292000
6301,1292000
6302,1293000
6303,1293000
6304,1293000
6305,1294000
6306,1294000
6307,1293000
6308,1292000
6309,1292000
6310,1292000
6311,1293000
6312,1293000
6313,1293000
6314,1290000
6315,1291000
6316,1291000
6317,1291000
6318,1291000
6319,1292000
6320,1290000
6321,1290000
6322,1290000
6323,1291000
6324,1291000
6325,1292000
6326,1291000
6327,1290000
6328,1290000
6329,1290000
6330,1290000
6331,1290000
6332,1290000
6333,1291000
6334,1289000
6335,1289000
6336,1290000
6337,1289000
6338,1289000
6339,1289000
6340,1288000
6341,1287000
6342,1287000
6343,1288000
6344,1288000
6345,1288000
6346,1289000
6347,1288000
6348,1287000
6349,1287000
6350,1288000
6351,1288000
6352,1288000
6353,1288000
6354,1287000
6355,1287000
6356,1287000
6357,1287000
6358,1287000
6359,1287000
6360,1287000
6361,1287000
6362,1287000
6363,1287000
6364,1287000
6365,1287000
6366,1287000
6367,1286000
6368,1285000
6369,1285000
6370,1286000
6371,1286000
6372,1286000
6373,1286000
6374,1285000
6375,1285000
6376,1285000
6377,1285000
6378,1286000
6379,1286000
6380,1286000
6381,1284000
6382,1284000
6383,1285000
6384,1285000
6385,1285000
6386,1285000
6387,1284000
6388,1282000
6389,1283000
6390,1283000
6391,1284000
6392,1284000
6393,1284000
6394,1283000
6395,1282000
6396,1282000
6397,1283000
6398,1283000
6399,1283000
6400,1284000
6401,1283000
6402,1282000
6403,1282000
6404,1283000
6405,1283000
6406,1283000
6407,1282000
6408,1281000
6409,1281000
6410,1282000
6411,1282000
6412,1282000
6413,1282000
6414,1282000
6415,1281000
6416,1281000
6417,1281000
6418,1282000
6419,1282000
6420,1282000
6421,1282000
6422,1280000
6423,1281000
6424,1281000
6425,1281000
6426,1282000
6427,1282000
6428,1281000
6429,1280000
6430,1280000
6431,1280000
6432,1281000
6433,1281000
6434,1280000
6435,1278000
6436,1278000
6437,1279000
6438,1279000
6439,1279000
6440,1280000
6441,1278000
6442,1278000
6443,1278000
6444,1279000
6445,1279000
6446,1279000
6447,1280000
6448,1278000
6449,1277000
6450,1277000
6451,1277000
6452,1278000
6453,1278000
6454,1278000
6455,1276000
6456,1276000
6457,1277000
6458,1277000
6459,1277000
6460,1277000
6461,1277000
6462,1275000
6463,1276000
6464,1276000
6465,1276000
6466,1279000
6467,1279000
6468,1278000
6469,1275000
6470,1277000
6471,1278000
6472,1276000
6473,1277000
6474,1277000
6475,1277000
6476,1274000
6477,1274000
6478,1274000
6479,1275000
6480,1275000
6481,1275000
6482,1274000
6483,1274000
6484,1274000
6485,1274000
6486,1274000
6487,1274000
6488,1273000
6489,1272000
6490,1274000
6491,1273000
6492,1273000
6493,1273000
6494,1273000
6495,1273000
6496,1273000
6497,1273000
6498,1273000
6499,1273000
6500,1274000
6501,1273000
6502,1272000
6503,1272000
6504,1272000
6505,1272000
6506,1273000
6507,1273000
6508,1272000
6509,1270000
6510,1270000
6511,1271000
6512,1271000
6513,1272000
6514,1273000
6515,1272000
6516,1271000
6517,1272000
6518,1272000
6519,1272000
6520,1270000
6521,1271000
6522,1270000
6523,1269000
6524,1269000
6525,1269000
6526,1269000
6527,1269000
6528,1270000
6529,1268000
6530,1268000
6531,1268000
6532,1268000
6533,1268000
6534,1268000
6535,1268000
6536,1267000
6537,1267000
6538,1267000
6539,1268000
6540,1268000
6541,1523000
6542,1524000
6543,1522000
6544,1522000
6545,1523000
6546,1524000
6547,1523000
6548,1525000
6549,1523000
6550,1522000
6551,1523000
6552,1523000
6553,1523000
6554,1523000
6555,1524000
6556,1523000
6557,1523000
6558,1523000
6559,1523000
6560,1524000
6561,1524000
6562,1525000
6563,1523000
6564,1523000
6565,1524000
6566,1525000
6567,1527000
6568,1528000
6569,1529000
6570,1528000
6571,1527000
6572,1528000
6573,1529000
6574,1530000
6575,1530000
6576,1531000
6577,1529000
6578,1530000
6579,1532000
6580,1533000
6581,1532000
6582,1532000
6583,1531000
6584,1530000
6585,1532000
6586,1533000
6587,1534000
6588,1535000
6589,1537000
6590,1535000
6591,1532000
6592,1532000
6593,1531000
6594,1531000
6595,1526000
6596,1527000
6597,1525000
6598,1524000
6599,1525000
6600,1526000
6601,1526000
6602,1527000
6603,1526000
6604,1524000
6605,1524000
6606,1524000
6607,1526000
6608,1527000
6609,1528000
6610,1528000
6611,1525000
6612,1526000
6613,1531000
6614,1533000
6615,1533000
6616,1534000
6617,1535000
6618,1531000
6619,1530000
6620,1531000
6621,1532000
6622,1532000
6623,1533000
6624,1532000
6625,1530000
6626,1531000
6627,1532000
6628,1533000
6629,1533000
6630,1533000
6631,1530000
6632,1529000
6633,1529000
6634,1530000
6635,1532000
6636,1533000
6637,1533000
6638,1531000
6639,1530000
6640,1531000
6641,1532000
6642,1532000
6643,1533000
6644,1534000
6645,1530000
6646,1529000
6647,1530000
6648,1532000
6649,1532000
6650,1533000
6651,1533000
6652,1528000
6653,1528000
6654,1531000
6655,1531000
6656,1531000
6657,1532000
6658,1531000
6659,1527000
6660,1526000
6661,1527000
6662,1528000
6663,1528000
6664,1529000
6665,1529000
6666,1525000
6667,1526000
6668,1526000
6669,1527000
6670,1528000
6671,1529000
6672,1526000
6673,1525000
6674,1527000
6675,1527000
6676,1526000
6677,1527000
6678,1527000
6679,1524000
6680,1524000
6681,1524000
6682,1526000
6683,1527000
6684,1527000
6685,1528000
6686,1524000
6687,1523000
6688,1524000
6689,1525000
6690,1526000
6691,1526000
6692,1526000
6693,1522000
6694,1523000
6695,1523000
6696,1524000
6697,1525000
6698,1526000
6699,1525000
6700,1521000
6701,1523000
6702,1523000
6703,1523000
6704,1524000
6705,1525000
6706,1523000
6707,1520000
6708,1520000
6709,1521000
6710,1521000
6711,1522000
6712,1523000
6713,1521000
6714,1517000
6715,1518000
6716,1519000
6717,1520000
6718,1521000
6719,1521000
6720,1516000
6721,1516000
6722,1517000
6723,1518000
6724,1518000
6725,1519000
6726,1517000
6727,1514000
6728,1515000
6729,1516000
6730,1517000
6731,1518000
6732,1518000
6733,1519000
6734,1513000
6735,1513000
6736,1514000
6737,1515000
6738,1516000
6739,1516000
6740,1513000
6741,1510000
6742,1511000
6743,1512000
6744,1513000
6745,1514000
6746,1515000
6747,1510000
6748,1510000
6749,1511000
6750,1512000
6751,1513000
6752,1514000
6753,1515000
6754,1509000
6755,1510000
6756,1511000
6757,1512000
6758,1512000
6759,1513000
6760,1514000
6761,1509000
6762,1508000
6763,1508000
6764,1509000
6765,1510000
6766,1511000
6767,1511000
6768,1507000
6769,1507000
6770,1509000
6771,1510000
6772,1510000
6773,1510000
6774,1508000
6775,1506000
6776,1507000
6777,1507000
6778,1508000
6779,1510000
6780,1512000
6781,1512000
6782,1507000
6783,1508000
6784,1509000
6785,1507000
6786,1504000
6787,1504000
6788,1503000
6789,1500000
6790,1501000
6791,1502000
6792,1502000
6793,1503000
6794,1503000
6795,1502000
6796,1500000
6797,1499000
6798,1500000
6799,1501000
6800,1502000
6801,1502000
6802,1500000
6803,1498000
6804,1498000
6805,1500000
6806,1500000
6807,1500000
6808,1501000
6809,1501000
6810,1497000
6811,1496000
6812,1496000
6813,1499000
6814,1500000
6815,1500000
6816,1496000
6817,1494000
6818,1495000
6819,1496000
6820,1497000
6821,1498000
6822,1498000
6823,1494000
6824,1493000
6825,1496000
6826,1497000
6827,1496000
6828,1497000
6829,1497000
6830,1498000
6831,1492000
6832,1493000
6833,1493000
6834,1496000
6835,1497000
6836,1498000
6837,1497000
6838,1493000
6839,1494000
6840,1495000
6841,1496000
6842,1497000
6843,1498000
6844,1498000
6845,1493000
6846,1494000
6847,1493000
6848,1494000
6849,1495000
6850,1496000
6851,1497000
6852,1494000
6853,1493000
6854,1493000
6855,1494000
6856,1495000
6857,1496000
6858,1497000
6859,1496000
6860,1493000
6861,1494000
6862,1495000
6863,1496000
6864,1497000
6865,1498000
6866,1497000
6867,1494000
6868,1495000
6869,1495000
6870,1495000
6871,1497000
6872,1496000
6873,1497000
6874,1492000
6875,1493000
6876,1494000
6877,1495000
6878,1495000
6879,1495000
6880,1496000
6881,1495000
6882,1492000
6883,1492000
6884,1494000
6885,1493000
6886,1493000
6887,1492000
6888,1491000
6889,1488000
6890,1490000
6891,1490000
6892,1491000
6893,1492000
6894,1492000
6895,1491000
6896,1488000
6897,1490000
6898,1490000
6899,1490000
6900,1491000
6901,1492000
6902,1492000
6903,1491000
6904,1488000
6905,1488000
6906,1489000
6907,1489000
6908,1490000
6909,1491000
6910,1491000
6911,1487000
6912,1488000
6913,1488000
6914,1489000
6915,1490000
6916,1491000
6917,1491000
6918,1487000
6919,1489000
6920,1491000
6921,1491000
6922,1491000
6923,1491000
6924,1492000
6925,1491000
6926,1488000
6927,1489000
6928,1490000
6929,1491000
6930,1491000
6931,1492000
6932,1492000
6933,1488000
6934,1489000
6935,1490000
6936,1491000
6937,1491000
6938,1492000
6939,1493000
6940,1490000
6941,1491000
6942,1492000
6943,1493000
6944,1493000
6945,1494000
6946,1495000
6947,1492000
6948,1488000
6949,1489000
6950,1490000
6951,1491000
6952,1491000
6953,1492000
6954,1493000
6955,1490000
6956,1489000
6957,1489000
6958,1490000
6959,1491000
6960,1491000
6961,1492000
6962,1488000
6963,1489000
6964,1489000
6965,1490000
6966,1490000
6967,1490000
6968,1491000
6969,1489000
6970,1487000
6971,1488000
6972,1489000
6973,1489000
6974,1489000
6975,1490000
6976,1490000
6977,1487000
6978,1486000
6979,1486000
6980,1486000
6981,1487000
6982,1487000
6983,1488000
6984,1484000
6985,1484000
6986,1486000
6987,1487000
6988,1487000
6989,1488000
6990,1489000
6991,1487000
6992,1485000
6993,1486000
6994,1487000
6995,1488000
6996,1489000
6997,1489000
6998,1489000
6999,1486000
7000,1484000
7001,1485000
7002,1485000
7003,1486000
7004,1487000
7005,1488000
7006,1485000
7007,1484000
7008,1485000
7009,1486000
7010,1487000
7011,1487000
7012,1487000
7013,1486000
7014,1483000
7015,1484000
7016,1484000
7017,1485000
7018,1486000
7019,1487000
7020,1487000
7021,1483000
7022,1482000
7023,1482000
7024,1483000
7025,1483000
7026,1484000
7027,1483000
7028,1481000
7029,1480000
7030,1480000
7031,1481000
7032,1481000
7033,1482000
7034,1483000
7035,1482000
7036,1478000
7037,1479000
7038,1480000
7039,1481000
7040,1481000
7041,1482000
7042,1483000
7043,1479000
7044,1478000
7045,1479000
7046,1479000
7047,1479000
7048,1480000
7049,1479000
7050,1478000
7051,1476000
7052,1477000
7053,1477000
7054,1478000
7055,1478000
7056,1477000
7057,1479000
7058,1475000
7059,1475000
7060,1475000
7061,1476000
7062,1477000
7063,1477000
7064,1478000
7065,1475000
7066,1474000
7067,1475000
7068,1476000
7069,1476000
7070,1476000
7071,1476000
7072,1477000
7073,1472000
7074,1473000
7075,1473000
7076,1474000
7077,1475000
7078,1475000
7079,1476000
7080,1471000
7081,1472000
7082,1473000
7083,1473000
7084,1474000
7085,1475000
7086,1476000
7087,1473000
7088,1471000
7089,1473000
7090,1473000
7091,1474000
7092,1475000
7093,1476000
7094,1476000
7095,1472000
7096,1472000
7097,1473000
7098,1473000
7099,1474000
7100,1475000
7101,1476000
7102,1473000
7103,1472000
7104,1473000
7105,1474000
7106,1475000
7107,1475000
7108,1476000
7109,1472000
7110,1473000
7111,1473000
7112,1475000
7113,1475000
7114,1476000
7115,1477000
7116,1476000
7117,1472000
7118,1473000
7119,1474000
7120,1474000
7121,1475000
7122,1474000
7123,1475000
7124,1470000
7125,1471000
7126,1472000
7127,1473000
7128,1473000
7129,1475000
7130,1475000
7131,1472000
7132,1471000
7133,1472000
7134,1473000
7135,1474000
7136,1475000
7137,1476000
7138,1475000
7139,1473000
7140,1474000
7141,1474000
7142,1475000
7143,1475000
7144,1476000
7145,1477000
7146,1473000
7147,1473000
7148,1474000
7149,1474000
7150,1475000
7151,1476000
7152,1477000
7153,1473000
7154,1474000
7155,1475000
7156,1475000
7157,1477000
7158,1477000
7159,1477000
7160,1471000
7161,1474000
7162,1478000
7163,1477000
7164,1475000
7165,1476000
7166,1477000
7167,1477000
7168,1473000
7169,1474000
7170,1475000
7171,1475000
7172,1475000
7173,1476000
7174,1475000
7175,1472000
7176,1473000
7177,1474000
7178,1475000
7179,1475000
7180,1475000
7181,1475000
7182,1471000
7183,1472000
7184,1472000
7185,1473000
7186,1473000
7187,1474000
7188,1475000
7189,1473000
7190,1471000
7191,1471000
7192,1472000
7193,1472000
7194,1473000
7195,1474000
7196,1472000
7197,1470000
7198,1471000
7199,1472000
7200,1472000
7201,1473000
7202,1474000
7203,1472000
7204,1469000
7205,1470000
7206,1471000
7207,1471000
7208,1472000
7209,1473000
7210,1473000
7211,1469000
7212,1469000
7213,1470000
7214,1470000
7215,1471000
7216,1472000
7217,1473000
7218,1472000
7219,1469000
7220,1470000
7221,1471000
7222,1471000
7223,1472000
7224,1472000
7225,1471000
7226,1468000
7227,1467000
7228,1467000
7229,1466000
7230,1467000
7231,1467000
7232,1469000
7233,1465000
7234,1466000
7235,1467000
7236,1468000
7237,1469000
7238,1469000
7239,1470000
7240,1469000
7241,1466000
7242,1466000
7243,1467000
7244,1468000
7245,1469000
7246,1468000
7247,1467000
7248,1464000
7249,1465000
7250,1466000
7251,1466000
7252,1468000
7253,1467000
7254,1467000
7255,1463000
7256,1464000
7257,1465000
7258,1466000
7259,1467000
7260,1468000
7261,1468000
7262,1466000
7263,1462000
7264,1463000
7265,1462000
7266,1464000
7267,1463000
7268,1463000
7269,1464000
7270,1460000
7271,1460000
7272,1461000
7273,1461000
7274,1462000
7275,1462000
7276,1463000
7277,1460000
7278,1458000
7279,1458000
7280,1460000
7281,1460000
7282,1460000
7283,1462000
7284,1462000
7285,1459000
7286,1459000
7287,1459000
7288,1459000
7289,1460000
7290,1460000
7291,1461000
7292,1458000
7293,1457000
7294,1458000
7295,1458000
7296,1458000
7297,1460000
7298,1458000
7299,1456000
7300,1457000
7301,1457000
7302,1458000
7303,1458000
7304,1459000
7305,1459000
7306,1455000
7307,1456000
7308,1457000
7309,1458000
7310,1458000
7311,1458000
7312,1459000
7313,1459000
7314,1455000
7315,1456000
7316,1456000
7317,1457000
7318,1458000
7319,1458000
7320,1458000
7321,1454000
7322,1454000
7323,1455000
7324,1456000
7325,1456000
7326,1457000
7327,1458000
7328,1453000
7329,1453000
7330,1454000
7331,1455000
7332,1456000
7333,1456000
7334,1457000
7335,1457000
7336,1454000
7337,1453000
7338,1454000
7339,1455000
7340,1455000
7341,1456000
7342,1455000
7343,1452000
7344,1452000
7345,1452000
7346,1453000
7347,1453000
7348,1455000
7349,1455000
7350,1453000
7351,1452000
7352,1452000
7353,1454000
7354,1455000
7355,1455000
7356,1456000
7357,1456000
7358,1455000
7359,1454000
7360,1454000
7361,1454000
7362,1454000
7363,1455000
7364,1455000
7365,1452000
7366,1451000
7367,1451000
7368,1452000
7369,1453000
7370,1453000
7371,1454000
7372,1453000
7373,1451000
7374,1451000
7375,1452000
7376,1453000
7377,1453000
7378,1454000
7379,1454000
7380,1452000
7381,1451000
7382,1452000
7383,1452000
7384,1453000
7385,1453000
7386,1453000
7387,1451000
7388,1450000
7389,1451000
7390,1453000
7391,1452000
7392,1452000
7393,1453000
7394,1453000
7395,1450000
7396,1450000
7397,1451000
7398,1452000
7399,1453000
7400,1453000
7401,1453000
7402,1450000
7403,1450000
7404,1450000
7405,1451000
7406,1452000
7407,1453000
7408,1453000
7409,1453000
7410,1450000
7411,1450000
7412,1451000
7413,1451000
7414,1452000
7415,1452000
7416,1452000
7417,1450000
7418,1450000
7419,1450000
7420,1451000
7421,1451000
7422,1452000
7423,1452000
7424,1449000
7425,1450000
7426,1450000
7427,1451000
7428,1451000
7429,1452000
7430,1452000
7431,1451000
7432,1449000
7433,1449000
7434,1450000
7435,1450000
7436,1451000
7437,1451000
7438,1451000
7439,1448000
7440,1448000
7441,1449000
7442,1449000
7443,1449000
7444,1450000
7445,1450000
7446,1448000
7447,1447000
7448,1447000
7449,1448000
7450,1449000
7451,1449000
7452,1449000
7453,1450000
7454,1447000
7455,1447000
7456,1448000
7457,1448000
7458,1448000
7459,1449000
7460,1449000
7461,1448000
7462,1446000
7463,1447000
7464,1448000
7465,1449000
7466,1450000
7467,1449000
7468,1450000
7469,1446000
7470,1447000
7471,1447000
7472,1447000
7473,1448000
7474,1448000
7475,1449000
7476,1448000
7477,1445000
7478,1446000
7479,1447000
7480,1447000
7481,1448000
7482,1448000
7483,1448000
7484,1445000
7485,1445000
7486,1445000
7487,1446000
7488,1447000
7489,1447000
7490,1447000
7491,1446000
7492,1445000
7493,1445000
7494,1446000
7495,1446000
7496,1446000
7497,1447000
7498,1448000
7499,1445000
7500,1444000
7501,1445000
7502,1445000
7503,1446000
7504,1446000
7505,1447000
7506,1446000
7507,1444000
7508,1445000
7509,1446000
7510,1446000
7511,1446000
7512,1447000
7513,1447000
7514,1444000
7515,1444000
7516,1445000
7517,1446000
7518,1446000
7519,1447000
7520,1447000
7521,1444000
7522,1443000
7523,1445000
7524,1447000
7525,1446000
7526,1447000
7527,1447000
7528,1447000
7529,1444000
7530,1444000
7531,1444000
7532,1444000
7533,1445000
7534,1445000
7535,1446000
7536,1443000
7537,1443000
7538,1443000
7539,1444000
7540,1444000
7541,1445000
7542,1445000
7543,1444000
7544,1442000
7545,1443000
7546,1444000
7547,1443000
7548,1444000
7549,1444000
7550,1445000
7551,1444000
7552,1443000
7553,1443000
7554,1443000
7555,1444000
7556,1444000
7557,1444000
7558,1444000
7559,1442000
7560,1443000
7561,1443000
7562,1442000
7563,1442000
7564,1443000
7565,1443000
7566,1440000
7567,1438000
7568,1440000
7569,1440000
7570,1442000
7571,1442000
7572,1443000
7573,1443000
7574,1440000
7575,1440000
7576,1441000
7577,1442000
7578,1442000
7579,1442000
7580,1443000
7581,1439000
7582,1439000
7583,1440000
7584,1440000
7585,1441000
7586,1441000
7587,1442000
7588,1440000
7589,1438000
7590,1439000
7591,1439000
7592,1440000
7593,1441000
7594,1441000
7595,1442000
7596,1439000
7597,1438000
7598,1439000
7599,1439000
7600,1440000
7601,1440000
7602,1441000
7603,1439000
7604,1437000
7605,1437000
7606,1438000
7607,1440000
7608,1439000
7609,1440000
7610,1440000
7611,1437000
7612,1436000
7613,1438000
7614,1437000
7615,1438000
7616,1438000
7617,1438000
7618,1438000
7619,1436000
7620,1436000
7621,1437000
7622,1437000
7623,1438000
7624,1439000
7625,1438000
7626,1435000
7627,1435000
7628,1436000
7629,1436000
7630,1436000
7631,1436000
7632,1437000
7633,1435000
7634,1433000
7635,1433000
7636,1432000
7637,1433000
7638,1433000
7639,1434000
7640,1434000
7641,1430000
7642,1431000
7643,1432000
7644,1433000
7645,1433000
7646,1434000
7647,1434000
7648,1433000
7649,1431000
7650,1431000
7651,1431000
7652,1432000
7653,1432000
7654,1433000
7655,1432000
7656,1430000
7657,1431000
7658,1431000
7659,1431000
7660,1433000
7661,1433000
7662,1433000
7663,1429000
7664,1429000
7665,1430000
7666,1431000
7667,1431000
7668,1432000
7669,1432000
7670,1433000
7671,1429000
7672,1430000
7673,1430000
7674,1431000
7675,1431000
7676,1431000
7677,1432000
7678,1429000
7679,1429000
7680,1429000
7681,1430000
7682,1430000
7683,1432000
7684,1432000
7685,1429000
7686,1429000
7687,1428000
7688,1428000
7689,1428000
7690,1429000
7691,1429000
7692,1430000
7693,1428000
7694,1428000
7695,1428000
7696,1429000
7697,1429000
7698,1429000
7699,1429000
7700,1425000
7701,1426000
7702,1426000
7703,1426000
7704,1427000
7705,1427000
7706,1428000
7707,1425000
7708,1425000
7709,1426000
7710,1426000
7711,1428000
7712,1428000
7713,1429000
7714,1427000
7715,1425000
7716,1424000
7717,1426000
7718,1425000
7719,1427000
7720,1426000
7721,1426000
7722,1423000
7723,1422000
7724,1423000
7725,1424000
7726,1424000
7727,1425000
7728,1425000
7729,1422000
7730,1422000
7731,1423000
7732,1423000
7733,1424000
7734,1423000
7735,1425000
7736,1422000
7737,1422000
7738,1422000
7739,1422000
7740,1424000
7741,1424000
7742,1425000
7743,1424000
7744,1422000
7745,1423000
7746,1422000
7747,1423000
7748,1422000
7749,1424000
7750,1425000
7751,1421000
7752,1423000
7753,1422000
7754,1421000
7755,1422000
7756,1422000
7757,1423000
7758,1421000
7759,1421000
7760,1421000
7761,1421000
7762,1421000
7763,1422000
7764,1422000
7765,1423000
7766,1421000
7767,1421000
7768,1421000
7769,1421000
7770,1421000
7771,1422000
7772,1422000
7773,1422000
7774,1420000
7775,1420000
7776,1421000
7777,1421000
7778,1422000
7779,1422000
7780,1420000
7781,1419000
7782,1420000
7783,1421000
7784,1420000
7785,1420000
7786,1421000
7787,1421000
7788,1418000
7789,1419000
7790,1420000
7791,1420000
7792,1420000
7793,1422000
7794,1422000
7795,1420000
7796,1419000
7797,1420000
7798,1421000
7799,1421000
7800,1421000
7801,1421000
7802,1422000
7803,1420000
7804,1421000
7805,1422000
7806,1421000
7807,1422000
7808,1423000
7809,1425000
7810,1425000
7811,1427000
7812,1430000
7813,1430000
7814,1432000
7815,1435000
7816,1436000
7817,1435000
7818,1436000
7819,1438000
7820,1439000
7821,1440000
7822,1441000
7823,1444000
7824,1444000
7825,1444000
7826,1445000
7827,1447000
7828,1449000
7829,1451000
7830,1452000
7831,1453000
7832,1451000
7833,1453000
7834,1455000
7835,1457000
7836,1459000
7837,1460000
7838,1460000
7839,1459000
7840,1457000
7841,1458000
7842,1458000
7843,1459000
7844,1459000
7845,1460000
7846,1460000
7847,1457000
7848,1458000
7849,1457000
7850,1460000
7851,1461000
7852,1460000
7853,1460000
7854,1457000
7855,1457000
7856,1458000
7857,1458000
7858,1459000
7859,1460000
7860,1460000
7861,1460000
7862,1459000
7863,1459000
7864,1461000
7865,1462000
7866,1462000
7867,1462000
7868,1462000
7869,1460000
7870,1461000
7871,1463000
7872,1463000
7873,1464000
7874,1464000
7875,1464000
7876,1461000
7877,1463000
7878,1462000
7879,1463000
7880,1466000
7881,1466000
7882,1466000
7883,1464000
7884,1465000
7885,1466000
7886,1468000
7887,1467000
7888,1466000
7889,1467000
7890,1467000
7891,1466000
7892,1467000
7893,1469000
7894,1470000
7895,1470000
7896,1470000
7897,1471000
7898,1468000
7899,1468000
7900,1470000
7901,1471000
7902,1471000
7903,1472000
7904,1473000
7905,1472000
7906,1469000
7907,1471000
7908,1472000
7909,1473000
7910,1473000
7911,1475000
7912,1475000
7913,1472000
7914,1472000
7915,1474000
7916,1474000
7917,1475000
7918,1477000
7919,1478000
7920,1476000
7921,1475000
7922,1478000
7923,1479000
7924,1480000
7925,1481000
7926,1482000
7927,1481000
7928,1478000
7929,1480000
7930,1481000
7931,1483000
7932,1484000
7933,1485000
7934,1486000
7935,1484000
7936,1484000
7937,1485000
7938,1486000
7939,1487000
7940,1488000
7941,1488000
7942,1487000
7943,1487000
7944,1488000
7945,1489000
7946,1490000
7947,1491000
7948,1491000
7949,1491000
7950,1488000
7951,1489000
7952,1490000
7953,1491000
7954,1493000
7955,1494000
7956,1495000
7957,1493000
7958,1493000
7959,1494000
7960,1495000
7961,1497000
7962,1499000
7963,1499000
7964,1498000
7965,1497000
7966,1498000
7967,1500000
7968,1502000
7969,1502000
7970,1504000
7971,1504000
7972,1502000
7973,1504000
7974,1504000
7975,1505000
7976,1506000
7977,1508000
7978,1509000
7979,1507000
7980,1507000
7981,1509000
7982,1510000
7983,1512000
7984,1513000
7985,1513000
7986,1513000
7987,1510000
7988,1512000
7989,1515000
7990,1516000
7991,1517000
7992,1518000
7993,1519000
7994,1515000
7995,1517000
7996,1520000
7997,1521000
7998,1521000
7999,1522000
8000,1525000
8001,1523000
8002,1522000
8003,1524000
8004,1525000
8005,1527000
8006,1529000
8007,1530000
8008,1530000
8009,1526000
8010,1528000
8011,1530000
8012,1531000
8013,1532000
8014,1534000
8015,1534000
8016,1532000
8017,1532000
8018,1533000
8019,1533000
8020,1535000
8021,1536000
8022,1537000
8023,1539000
8024,1537000
8025,1537000
8026,1540000
8027,1542000
8028,1542000
8029,1544000
8030,1537000
8031,1538000
8032,1537000
8033,1537000
8034,1538000
8035,1539000
8036,1540000
8037,1542000
8038,1542000
8039,1540000
8040,1540000
8041,1543000
8042,1543000
8043,1543000
8044,1544000
8045,1547000
8046,1543000
8047,1543000
8048,1544000
8049,1517000
8050,1519000
8051,1520000
8052,1529000
8053,1527000
8054,1527000
8055,1528000
8056,1530000
8057,1530000
8058,1527000
8059,1526000
8060,1526000
8061,1522000
8062,1523000
8063,1524000
8064,1526000
8065,1528000
8066,1528000
8067,1529000
8068,1527000
8069,1526000
8070,1528000
8071,1528000
8072,1527000
8073,1528000
8074,1528000
8075,1528000
8076,1530000
8077,1531000
8078,1532000
8079,1533000
8080,1534000
8081,1536000
8082,1533000
8083,1534000
8084,1532000
8085,1531000
8086,1531000
8087,1531000
8088,1531000
8089,1531000
8090,1532000
8091,1532000
8092,1532000
8093,1533000
8094,1533000
8095,1533000
8096,1534000
8097,1537000
8098,1541000
8099,1543000
8100,1544000
8101,1544000
8102,1545000
8103,1547000
8104,1550000
8105,1552000
8106,1552000
8107,1551000
8108,1550000
8109,1549000
8110,1548000
8111,1548000
8112,1548000
8113,1548000
8114,1548000
8115,1549000
8116,1550000
8117,1551000
8118,1551000
8119,1552000
8120,1553000
8121,1553000
8122,1554000
8123,1555000
8124,1558000
8125,1560000
8126,1563000
8127,1564000
8128,1564000
8129,1565000
8130,1564000
8131,1562000
8132,1562000
8133,1562000
8134,1563000
8135,1563000
8136,1563000
8137,1563000
8138,1564000
8139,1565000
8140,1565000
